pgfam	Escherichia_coli_str._K-12_substr._MG1655	Escherichia_coli_strain_1408270010	Escherichia_coli_strain_1409150006	Escherichia_coli_strain_1512290008	Escherichia_coli_strain_1409160003	Escherichia_coli_strain_20170221001	Escherichia_coli_NC101	Escherichia_coli_strain_1512290026	Escherichia_coli_IHE3034	Escherichia_coli_UTI89
PGF_00058813	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00058781	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00058780	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00057344	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00056434	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00056127	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00049430	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00049032	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00048459	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00048281	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00047449	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00047246	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00046322	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045746	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045680	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045671	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045660	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045659	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045651	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045648	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045644	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045608	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045607	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00045150	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00043482	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00043452	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00042688	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00042537	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00041766	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00041688	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00040879	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00039366	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00039102	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00038010	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037950	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037949	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037948	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037944	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037899	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037785	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037765	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037690	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037461	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037224	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037074	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037072	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00037070	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00036436	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00034975	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00033436	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00033043	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00033029	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00032148	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00030918	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00029635	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00028971	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00028443	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00028441	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00025586	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00024550	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00022601	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00022571	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00021427	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00021003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017862	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017854	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017821	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017658	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017274	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017253	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017189	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00017177	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00016821	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00015885	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00015400	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00015373	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00014193	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00014189	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00014161	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00014155	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00014114	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00013285	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00013090	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00012562	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00012557	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00012288	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00010966	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00010926	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00010174	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00007176	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00007174	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00007010	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00006413	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00006410	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00006407	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00005232	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00006231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00114805	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00154946	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_10420503	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_09447181	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_09166173	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_07256821	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_06788576	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_05607652	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_03454726	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_03140252	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_02969772	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_02924583	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_01220473	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_01095805	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00427078	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00416074	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00415981	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00406704	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00391685	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00377560	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00298987	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00286856	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00140983	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00064782	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00056865	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00055177	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00055176	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00055175	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00054899	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00045656	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00043933	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00043541	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00043272	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00038624	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00034917	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00028301	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00022075	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00007881	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00015223	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00040950	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00064794	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00170150	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
PGF_01650373	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
PGF_00281041	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
PGF_00416869	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00082397	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00065792	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00065633	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00065545	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00051164	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00041674	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00041856	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_10534343	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0
PGF_10332673	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_10311784	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_09809496	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_09458903	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_09352077	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_09249960	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_08341047	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_07694612	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_07445627	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_04144198	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_03301941	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_02723270	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_01777229	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_01650838	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_01650693	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00785359	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00784983	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00379791	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00335400	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00306010	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00194428	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00098393	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00032761	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00029708	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00016835	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_00029707	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
PGF_06561801	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_06492536	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_06124591	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_00037261	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_02895979	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_10449332	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_10304835	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_01650453	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_01650411	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_01640233	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_01639675	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_01637533	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_00106293	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_01626015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
PGF_00258056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
PGF_12893869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12867151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12863225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12856492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12848992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12848885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12847807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12824518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12818543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12792860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12772699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12750400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12719713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12709924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12703193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12701074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_12660281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10500937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10476525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10450638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10416571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10369820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10352275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10341521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10341336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10331857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10331201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_10109859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_09741219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_09505963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_09229721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_08892219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_08890509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_08785660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_08406542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_08194398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_08105102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_07720300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_07515770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_06642619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_06476363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_06178461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_05917290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_05587521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_05377762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_05303462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_05153168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_04345278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_04056866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03825494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03751326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03302605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03302487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03302172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03296399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03039761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_03004699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01958498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01953727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01952387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01949279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01786512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01651369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01651329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01651112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01650665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01650618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01650159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01641953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01640435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01638198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01630807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01629627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01629533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01627458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01626431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01626187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01625736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01625490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01625364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01625343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_01624783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00990805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00826749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00778290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00420603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00404350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00399157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00395197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00390688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00378939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00375569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00371112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00363897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00363834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00338882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PGF_00325201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
